XP_035657343.1	PE_Scaf1142_1.4
XP_035688334.1	PE_Scaf622_3.6
XP_035688336.1	PE_Scaf2264_3.8
XP_035688355.1	PE_Scaf10602_6.4
XP_035688356.1	PE_Scaf11736_4.5
XP_035688357.1	PE_Scaf4046_5.3
XP_035688383.1	PE_Scaf11912_0.7
XP_035688415.1	PE_Scaf2101_2.4
XP_035688430.1	PE_Scaf622_4.5
XP_035688432.1	PE_Scaf5286_0.2
XP_035688435.1	PE_Scaf12167_7.9
XP_035688446.1	PE_Scaf8950_13.5
XP_035688466.1	PE_Scaf4046_5.12
XP_035688473.1	PE_Scaf8980_5.5
XP_035688484.1	PE_Scaf11420_2.5
XP_035688514.1	PE_Scaf8001_2.3
XP_035688516.1	PE_Scaf10861_2.11
XP_035688519.1	PE_Scaf7946_0.3
XP_035688521.1	PE_Scaf11736_3.3
XP_035688546.1	PE_Scaf9099_6.6
XP_035688564.1	PE_Scaf438_2.3
XP_035688565.1	PE_Scaf1121_6.3
XP_035688578.1	PE_Scaf3853_18.3
XP_035688586.1	PE_Scaf9387_1.3
XP_035688587.1	PE_Scaf4664_2.4
XP_035688590.1	PE_Scaf3853_20.0
XP_035688594.1	PE_Scaf9585_3.4
XP_035688603.1	PE_Scaf6997_4.3
XP_035688604.1	PE_Scaf2096_9.8
XP_035688606.1	PE_Scaf8950_8.0
XP_035688623.1	PE_Scaf2609_1.12
XP_035688628.1	PE_Scaf10861_3.9
XP_035688629.1	PE_Scaf2100_1.7
XP_035688630.1	PE_Scaf8248_0.6
XP_035688650.1	PE_Scaf2808_7.5
XP_035688662.1	PE_Scaf10076_5.5
XP_035688663.1	PE_Scaf10269_3.11
XP_035688682.1	PE_Scaf9387_1.15
XP_035688695.1	PE_Scaf9001_10.6
XP_035688697.1	PE_Scaf9490_6.2
XP_035688703.1	PE_Scaf3941_2.5
XP_035688725.1	PE_Scaf2890_1.5
XP_035688746.1	PE_Scaf10602_4.3
XP_035688768.1	PE_Scaf11008_0.5
XP_035688782.1	PE_Scaf381_2.5
XP_035688798.1	PE_Scaf7929_12.8
XP_035688806.1	PE_Scaf9387_3.12
XP_035688807.1	PE_Scaf10541_5.4
XP_035688817.1	PE_Scaf10602_3.28
XP_035688824.1	PE_Scaf11679_1.5
XP_035688850.1	PE_Scaf8672_5.6
XP_035688871.1	PE_Scaf228_0.4
XP_035688882.1	PE_Scaf6273_7.7
XP_035688894.1	PE_Scaf10706_1.15
XP_035688895.1	PE_Scaf10541_5.16
XP_035688897.1	PE_Scaf8255_1.6
XP_035688906.1	PE_Scaf1349_2.5
XP_035688912.1	PE_Scaf7805_1.8
XP_035688914.1	PE_Scaf11213_2.4
XP_035688931.1	PE_Scaf3950_6.4
XP_035688943.1	PE_Scaf9174_8.15
XP_035688947.1	PE_Scaf622_4.4
XP_035688953.1	PE_Scaf2544_2.4
XP_035688955.1	PE_Scaf2018_2.7
XP_035688961.1	PE_Scaf3292_0.9
XP_035688980.1	PE_Scaf9490_1.5
XP_035688987.1	PE_Scaf12481_1.6
XP_035689011.1	PE_Scaf10269_5.16
XP_035689021.1	PE_Scaf2489_9.11
XP_035689037.1	PE_Scaf2973_4.3
XP_035689044.1	PE_Scaf7291_1.7
XP_035689066.1	PE_Scaf10658_0.13
XP_035689069.1	PE_Scaf9502_0.7
XP_035689076.1	PE_Scaf2489_9.10
XP_035689080.1	PE_Scaf10658_0.14
XP_035689094.1	PE_Scaf5557_2.4
XP_035689101.1	PE_Scaf5557_0.11
XP_035689110.1	PE_Scaf1964_2.4
XP_035689119.1	PE_Scaf11536_3.9
XP_035689134.1	PE_Scaf2308_7.5
XP_035689188.1	PE_Scaf6751_1.4
XP_035689194.1	PE_Scaf10772_1.4
XP_035689201.1	PE_Scaf848_1.3
XP_035689202.1	PE_Scaf5700_0.11
XP_035689205.1	PE_Scaf2100_21.0
XP_035689208.1	PE_Scaf1706_3.5
XP_035689219.1	PE_Scaf7806_1.8
XP_035689265.1	PE_Scaf6084_2.6
XP_035689266.1	PE_Scaf3334_4.3
XP_035689292.1	PE_Scaf8001_1.4
XP_035689293.1	PE_Scaf12435_1.6
XP_035689312.1	PE_Scaf2096_9.7
XP_035689348.1	PE_Scaf10013_0.3
XP_035689361.1	PE_Scaf10269_4.1
XP_035689399.1	PE_Scaf12500_20.5
XP_035689401.1	PE_Scaf8615_7.5
XP_035689406.1	PE_Scaf2590_0.7
XP_035689461.1	PE_Scaf5328_2.10
XP_035689462.1	PE_Scaf5328_2.7
XP_035689491.1	PE_Scaf9001_11.12
XP_035689497.1	PE_Scaf6302_1.9
XP_035689519.1	PE_Scaf438_2.2
XP_035689562.1	PE_Scaf129_1.8
XP_035689596.1	PE_Scaf10821_13.4
XP_035689598.1	PE_Scaf8273_0.5
XP_035689616.1	PE_Scaf6659_0.6
XP_035689623.1	PE_Scaf9971_2.2
XP_035689648.1	PE_Scaf5286_3.3
XP_035689661.1	PE_Scaf8950_7.3
XP_035689668.1	PE_Scaf639_6.7
XP_035689676.1	PE_Scaf39_0.4
XP_035689677.1	PE_Scaf12253_12.4
XP_035689700.1	PE_Scaf622_5.12
XP_035689702.1	PE_Scaf3182_0.6
XP_035689723.1	PE_Scaf10783_2.3
XP_035689734.1	PE_Scaf10824_6.6
XP_035689741.1	PE_Scaf10639_1.4
XP_035689742.1	PE_Scaf11582_2.4
XP_035689743.1	PE_Scaf3992_18.7
XP_035689745.1	PE_Scaf11256_2.12
XP_035689748.1	PE_Scaf3292_2.3
XP_035689796.1	PE_Scaf8559_3.5
XP_035689805.1	PE_Scaf12040_0.9
XP_035689806.1	PE_Scaf6773_1.10
XP_035689815.1	PE_Scaf8808_1.10
XP_035689818.1	PE_Scaf12639_1.3
XP_035689824.1	PE_Scaf4857_10.17
XP_035689832.1	PE_Scaf2216_5.1
XP_035689908.1	PE_Scaf8273_0.6
XP_035689914.1	PE_Scaf485_7.7
XP_035689916.1	PE_Scaf485_7.10
XP_035689921.1	PE_Scaf485_7.14
XP_035689928.1	PE_Scaf11154_4.10
XP_035689929.1	PE_Scaf334_0.5
XP_035689974.1	PE_Scaf10306_1.6
XP_035689996.1	PE_Scaf9517_0.2
XP_035690017.1	PE_Scaf2232_7.8
XP_035690088.1	PE_Scaf450_1.6
XP_035690101.1	PE_Scaf7702_2.11
XP_035690104.1	PE_Scaf6813_16.14
XP_035690119.1	PE_Scaf1990_8.3
XP_035690121.1	PE_Scaf7341_7.4
XP_035690122.1	PE_Scaf4513_2.4
XP_035690142.1	PE_Scaf4459_3.5
XP_035690148.1	PE_Scaf11984_5.5
XP_035690149.1	PE_Scaf4540_18.3
XP_035690157.1	PE_Scaf2083_0.7
XP_035690159.1	PE_Scaf4540_19.13
XP_035690168.1	PE_Scaf11154_3.3
XP_035690170.1	PE_Scaf3582_1.4
XP_035690200.1	PE_Scaf7121_4.19
XP_035690218.1	PE_Scaf6452_2.3
XP_035690219.1	PE_Scaf248_6.4
XP_035690220.1	PE_Scaf248_6.7
XP_035690244.1	PE_Scaf1990_7.9
XP_035690250.1	PE_Scaf2957_6.1
XP_035690255.1	PE_Scaf6145_2.5
XP_035690260.1	PE_Scaf9746_6.4
XP_035690269.1	PE_Scaf11593_0.1
XP_035690271.1	PE_Scaf371_3.6
XP_035690298.1	PE_Scaf7281_0.7
XP_035690306.1	PE_Scaf8477_4.6
XP_035690327.1	PE_Scaf8805_6.3
XP_035690332.1	PE_Scaf4197_3.6
XP_035690369.1	PE_Scaf2232_1.4
XP_035690373.1	PE_Scaf131_0.1
XP_035690398.1	PE_Scaf5783_5.8
XP_035690407.1	PE_Scaf5681_1.17
XP_035690418.1	PE_Scaf4264_3.6
XP_035690428.1	PE_Scaf2232_4.5
XP_035690448.1	PE_Scaf7030_11.0
XP_035690449.1	PE_Scaf6030_0.13
XP_035690455.1	PE_Scaf2870_4.6
XP_035690472.1	PE_Scaf6538_2.4
XP_035690473.1	PE_Scaf2882_3.11
XP_035690479.1	PE_Scaf12585_13.0
XP_035690482.1	PE_Scaf2232_5.5
XP_035690493.1	PE_Scaf6238_0.3
XP_035690511.1	PE_Scaf371_4.3
XP_035690517.1	PE_Scaf2196_3.5
XP_035690532.1	PE_Scaf3810_3.4
XP_035690539.1	PE_Scaf11629_9.2
XP_035690541.1	PE_Scaf12158_9.5
XP_035690552.1	PE_Scaf9099_15.16
XP_035690582.1	PE_Scaf4191_2.17
XP_035690605.1	PE_Scaf7405_1.7
XP_035690612.1	PE_Scaf3274_0.2
XP_035690620.1	PE_Scaf11231_7.5
XP_035690634.1	PE_Scaf8928_6.5
XP_035690636.1	PE_Scaf7656_5.17
XP_035690640.1	PE_Scaf9722_1.1
XP_035690654.1	PE_Scaf5038_3.11
XP_035690667.1	PE_Scaf11678_1.5
XP_035690682.1	PE_Scaf10975_0.3
XP_035690683.1	PE_Scaf11678_3.9
XP_035690686.1	PE_Scaf5783_2.3
XP_035690702.1	PE_Scaf9825_3.7
XP_035690714.1	PE_Scaf7367_5.4
XP_035690720.1	PE_Scaf4540_16.18
XP_035690722.1	PE_Scaf6908_2.2
XP_035690725.1	PE_Scaf2232_14.4
XP_035690728.1	PE_Scaf12101_2.4
XP_035690733.1	PE_Scaf3462_1.4
XP_035690735.1	PE_Scaf11231_5.5
XP_035690753.1	PE_Scaf4513_6.5
XP_035690762.1	PE_Scaf992_1.4
XP_035690763.1	PE_Scaf7367_3.5
XP_035690780.1	PE_Scaf10930_3.8
XP_035690783.1	PE_Scaf11154_3.5
XP_035690785.1	PE_Scaf9825_4.4
XP_035690787.1	PE_Scaf8805_10.6
XP_035690788.1	PE_Scaf8477_6.5
XP_035690796.1	PE_Scaf992_2.9
XP_035690802.1	PE_Scaf1532_8.8
XP_035690821.1	PE_Scaf11105_0.13
XP_035690824.1	PE_Scaf2609_1.28
XP_035690839.1	PE_Scaf7477_1.6
XP_035690844.1	PE_Scaf2214_6.6
XP_035690846.1	PE_Scaf2214_6.13
XP_035690852.1	PE_Scaf7130_2.3
XP_035690853.1	PE_Scaf2214_8.4
XP_035690858.1	PE_Scaf3726_6.13
XP_035690859.1	PE_Scaf12585_1.8
XP_035690878.1	PE_Scaf2196_5.4
XP_035690879.1	PE_Scaf6238_1.1
XP_035690882.1	PE_Scaf7650_3.6
XP_035690896.1	PE_Scaf12101_16.4
XP_035690900.1	PE_Scaf11449_3.9
XP_035690902.1	PE_Scaf2232_12.8
XP_035690903.1	PE_Scaf11629_11.9
XP_035690904.1	PE_Scaf2196_2.9
XP_035690905.1	PE_Scaf1503_1.8
XP_035690915.1	PE_Scaf182_0.11
XP_035690919.1	PE_Scaf603_0.7
XP_035690921.1	PE_Scaf9477_5.2
XP_035690930.1	PE_Scaf11671_0.5
XP_035690942.1	PE_Scaf1629_3.3
XP_035690955.1	PE_Scaf11362_10.10
XP_035690980.1	PE_Scaf603_1.9
XP_035690982.1	PE_Scaf2196_6.16
XP_035690984.1	PE_Scaf5456_2.5
XP_035691013.1	PE_Scaf1532_9.1
XP_035691014.1	PE_Scaf8231_6.4
XP_035691015.1	PE_Scaf2279_4.26
XP_035691022.1	PE_Scaf11615_5.5
XP_035691043.1	PE_Scaf1416_4.7
XP_035691054.1	PE_Scaf1025_4.5
XP_035691061.1	PE_Scaf3562_7.9
XP_035691063.1	PE_Scaf6782_15.6
XP_035691064.1	PE_Scaf12500_10.1
XP_035691066.1	PE_Scaf9470_9.5
XP_035691067.1	PE_Scaf4428_3.8
XP_035691078.1	PE_Scaf5306_0.11
XP_035691079.1	PE_Scaf8437_1.12
XP_035691080.1	PE_Scaf3726_4.12
XP_035691083.1	PE_Scaf2696_13.4
XP_035691093.1	PE_Scaf12500_11.7
XP_035691097.1	PE_Scaf2305_2.4
XP_035691100.1	PE_Scaf6924_5.5
XP_035691101.1	PE_Scaf11982_1.3
XP_035691117.1	PE_Scaf9470_10.5
XP_035691118.1	PE_Scaf6642_0.4
XP_035691119.1	PE_Scaf2300_1.7
XP_035691122.1	PE_Scaf7222_5.5
XP_035691131.1	PE_Scaf992_2.29
XP_035691137.1	PE_Scaf1119_27.11
XP_035691138.1	PE_Scaf992_2.26
XP_035691186.1	PE_Scaf2957_4.2
XP_035691196.1	PE_Scaf3614_3.4
XP_035691198.1	PE_Scaf10822_1.6
XP_035691199.1	PE_Scaf3614_2.2
XP_035691205.1	PE_Scaf11846_0.3
XP_035691210.1	PE_Scaf505_9.1
XP_035691213.1	PE_Scaf6030_0.7
XP_035691226.1	PE_Scaf4822_4.5
XP_035691227.1	PE_Scaf6665_2.8
XP_035691228.1	PE_Scaf4629_0.6
XP_035691230.1	PE_Scaf6020_5.13
XP_035691231.1	PE_Scaf1990_9.8
XP_035691232.1	PE_Scaf7367_3.6
XP_035691249.1	PE_Scaf3827_1.6
XP_035691254.1	PE_Scaf6381_3.2
XP_035691262.1	PE_Scaf9617_6.7
XP_035691268.1	PE_Scaf12500_5.1
XP_035691274.1	PE_Scaf3614_5.4
XP_035691284.1	PE_Scaf9956_0.2
XP_035691286.1	PE_Scaf11449_2.4
XP_035691287.1	PE_Scaf1837_0.6
XP_035691300.1	PE_Scaf8477_0.5
XP_035691302.1	PE_Scaf603_0.5
XP_035691314.1	PE_Scaf6908_3.6
XP_035691325.1	PE_Scaf10753_9.2
XP_035691327.1	PE_Scaf10753_8.6
XP_035691366.1	PE_Scaf1280_1.10
XP_035691368.1	PE_Scaf2590_0.8
XP_035691378.1	PE_Scaf277_0.3
XP_035691403.1	PE_Scaf9477_5.3
XP_035691407.1	PE_Scaf4103_1.5
XP_035691465.1	PE_Scaf12509_8.5
XP_035691466.1	PE_Scaf6238_2.16
XP_035691472.1	PE_Scaf4428_3.13
XP_035691473.1	PE_Scaf3791_0.7
XP_035691478.1	PE_Scaf10021_0.2
XP_035691480.1	PE_Scaf1990_5.5
XP_035691482.1	PE_Scaf3477_0.2
XP_035691496.1	PE_Scaf9099_0.3
XP_035691505.1	PE_Scaf7270_1.3
XP_035691509.1	PE_Scaf65_0.6
XP_035691512.1	PE_Scaf11449_2.7
XP_035691515.1	PE_Scaf2232_13.4
XP_035691517.1	PE_Scaf2232_13.5
XP_035691527.1	PE_Scaf5913_4.10
XP_035691542.1	PE_Scaf9956_1.3
XP_035691544.1	PE_Scaf6782_10.4
XP_035691565.1	PE_Scaf4540_26.12
XP_035691569.1	PE_Scaf7409_7.2
XP_035691574.1	PE_Scaf371_1.3
XP_035691575.1	PE_Scaf371_2.3
XP_035691582.1	PE_Scaf10464_3.12
XP_035691595.1	PE_Scaf7433_1.16
XP_035691650.1	PE_Scaf5436_2.5
XP_035691662.1	PE_Scaf6297_1.10
XP_035691674.1	PE_Scaf5154_1.8
XP_035691685.1	PE_Scaf12024_13.7
XP_035691686.1	PE_Scaf7130_4.2
XP_035691705.1	PE_Scaf8469_2.2
XP_035691752.1	PE_Scaf3111_13.7
XP_035691772.1	PE_Scaf9658_2.9
XP_035691792.1	PE_Scaf4540_20.4
XP_035691793.1	PE_Scaf4540_20.5
XP_035691798.1	PE_Scaf9658_1.6
XP_035691810.1	PE_Scaf1407_1.10
XP_035691811.1	PE_Scaf20_1.17
XP_035691818.1	PE_Scaf4783_2.1
XP_035691834.1	PE_Scaf7825_2.8
XP_035691865.1	PE_Scaf9470_15.1
XP_035691881.1	PE_Scaf573_2.8
XP_035691912.1	PE_Scaf10217_1.3
XP_035691913.1	PE_Scaf11044_0.0
XP_035691915.1	PE_Scaf10306_1.8
XP_035691921.1	PE_Scaf1763_1.5
XP_035691922.1	PE_Scaf4103_4.4
XP_035691929.1	PE_Scaf406_0.9
XP_035691933.1	PE_Scaf3802_0.6
XP_035691949.1	PE_Scaf4540_25.1
XP_035691954.1	PE_Scaf1037_0.8
XP_035691955.1	PE_Scaf6678_0.6
XP_035691972.1	PE_Scaf6678_0.5
XP_035691974.1	PE_Scaf1150_0.2
XP_035691994.1	PE_Scaf9657_3.9
XP_035691996.1	PE_Scaf5541_0.9
XP_035692004.1	PE_Scaf4489_8.12
XP_035692014.1	PE_Scaf2214_1.3
XP_035692016.1	PE_Scaf4103_1.10
XP_035692017.1	PE_Scaf2489_0.7
XP_035692026.1	PE_Scaf1025_1.2
XP_035692027.1	PE_Scaf7912_0.4
XP_035692030.1	PE_Scaf2489_0.14
XP_035692045.1	PE_Scaf12501_1.10
XP_035692050.1	PE_Scaf1532_8.11
XP_035692053.1	PE_Scaf8686_2.6
XP_035692080.1	PE_Scaf2753_2.3
XP_035692086.1	PE_Scaf2957_7.4
XP_035692088.1	PE_Scaf10773_0.3
XP_035692112.1	PE_Scaf7130_7.8
XP_035692114.1	PE_Scaf371_6.4
XP_035692158.1	PE_Scaf5233_3.6
XP_035692160.1	PE_Scaf4540_16.10
XP_035692174.1	PE_Scaf7687_2.2
XP_035692203.1	PE_Scaf9617_6.16
XP_035692204.1	PE_Scaf11334_10.1
XP_035692210.1	PE_Scaf9139_0.5
XP_035692238.1	PE_Scaf6139_2.3
XP_035692262.1	PE_Scaf9468_1.5
XP_035692268.1	PE_Scaf7367_6.12
XP_035692329.1	PE_Scaf708_0.4
XP_035692354.1	PE_Scaf6904_0.5
XP_035692373.1	PE_Scaf4110_6.3
XP_035692377.1	PE_Scaf5164_0.4
XP_035692378.1	PE_Scaf10378_2.13
XP_035692389.1	PE_Scaf3937_24.2
XP_035692411.1	PE_Scaf11853_1.8
XP_035692429.1	PE_Scaf2312_0.6
XP_035692431.1	PE_Scaf3937_17.2
XP_035692454.1	PE_Scaf2514_6.7
XP_035692455.1	PE_Scaf10981_3.19
XP_035692458.1	PE_Scaf9177_1.1
XP_035692469.1	PE_Scaf11945_2.2
XP_035692479.1	PE_Scaf10911_5.6
XP_035692480.1	PE_Scaf2644_4.3
XP_035692501.1	PE_Scaf444_15.5
XP_035692502.1	PE_Scaf7146_1.4
XP_035692521.1	PE_Scaf8503_1.3
XP_035692543.1	PE_Scaf8731_0.7
XP_035692550.1	PE_Scaf9437_2.5
XP_035692577.1	PE_Scaf8255_6.6
XP_035692583.1	PE_Scaf4110_5.11
XP_035692584.1	PE_Scaf3049_5.4
XP_035692622.1	PE_Scaf2594_6.3
XP_035692626.1	PE_Scaf6459_3.7
XP_035692636.1	PE_Scaf10974_2.11
XP_035692649.1	PE_Scaf10484_0.12
XP_035692675.1	PE_Scaf9437_2.6
XP_035692685.1	PE_Scaf4110_5.12
XP_035692697.1	PE_Scaf3663_2.13
XP_035692712.1	PE_Scaf3950_4.18
XP_035692719.1	PE_Scaf11976_11.4
XP_035692736.1	PE_Scaf8881_6.9
XP_035692741.1	PE_Scaf10354_2.4
XP_035692743.1	PE_Scaf10866_6.6
XP_035692771.1	PE_Scaf12018_0.5
XP_035692786.1	PE_Scaf11120_8.6
XP_035692789.1	PE_Scaf8686_15.4
XP_035692790.1	PE_Scaf2264_0.3
XP_035692818.1	PE_Scaf7827_4.8
XP_035692820.1	PE_Scaf4756_10.10
XP_035692822.1	PE_Scaf11703_3.5
XP_035692845.1	PE_Scaf7473_5.4
XP_035692851.1	PE_Scaf9744_0.7
XP_035692866.1	PE_Scaf8686_16.10
XP_035692876.1	PE_Scaf12358_11.8
XP_035692882.1	PE_Scaf4051_3.5
XP_035692883.1	PE_Scaf4468_14.11
XP_035692892.1	PE_Scaf8070_2.17
XP_035692901.1	PE_Scaf735_20.12
XP_035692904.1	PE_Scaf12018_3.4
XP_035692964.1	PE_Scaf10753_6.4
XP_035692965.1	PE_Scaf4561_2.4
XP_035692970.1	PE_Scaf7367_6.13
XP_035692972.1	PE_Scaf8013_1.2
XP_035692976.1	PE_Scaf9706_15.11
XP_035692978.1	PE_Scaf3663_2.14
XP_035692986.1	PE_Scaf10753_7.12
XP_035692990.1	PE_Scaf12102_3.14
XP_035692996.1	PE_Scaf3512_16.4
XP_035693012.1	PE_Scaf4301_0.3
XP_035693014.1	PE_Scaf6911_1.14
XP_035693043.1	PE_Scaf6397_2.9
XP_035693045.1	PE_Scaf11945_4.2
XP_035693046.1	PE_Scaf12149_2.4
XP_035693052.1	PE_Scaf9483_0.3
XP_035693078.1	PE_Scaf1438_6.9
XP_035693079.1	PE_Scaf2592_3.11
XP_035693080.1	PE_Scaf2592_3.10
XP_035693097.1	PE_Scaf1690_0.5
XP_035693098.1	PE_Scaf5430_3.14
XP_035693103.1	PE_Scaf1834_14.6
XP_035693114.1	PE_Scaf12047_9.12
XP_035693115.1	PE_Scaf3888_2.5
XP_035693116.1	PE_Scaf9537_8.16
XP_035693127.1	PE_Scaf12280_0.2
XP_035693130.1	PE_Scaf7105_7.3
XP_035693133.1	PE_Scaf870_3.15
XP_035693139.1	PE_Scaf1776_2.3
XP_035693143.1	PE_Scaf9044_0.14
XP_035693144.1	PE_Scaf9402_6.10
XP_035693146.1	PE_Scaf5219_2.6
XP_035693165.1	PE_Scaf11306_3.2
XP_035693170.1	PE_Scaf5997_2.0
XP_035693172.1	PE_Scaf10773_3.3
XP_035693174.1	PE_Scaf11208_0.5
XP_035693181.1	PE_Scaf10861_2.5
XP_035693214.1	PE_Scaf2180_5.4
XP_035693228.1	PE_Scaf8686_16.4
XP_035693233.1	PE_Scaf8109_2.6
XP_035693244.1	PE_Scaf4918_4.3
XP_035693249.1	PE_Scaf8686_19.7
XP_035693250.1	PE_Scaf5836_8.5
XP_035693263.1	PE_Scaf10269_5.14
XP_035693264.1	PE_Scaf8214_0.4
XP_035693271.1	PE_Scaf10591_2.3
XP_035693282.1	PE_Scaf4145_6.4
XP_035693295.1	PE_Scaf8255_6.4
XP_035693317.1	PE_Scaf8196_1.8
XP_035693321.1	PE_Scaf6397_2.15
XP_035693327.1	PE_Scaf10622_4.4
XP_035693331.1	PE_Scaf3694_1.7
XP_035693364.1	PE_Scaf8450_0.8
XP_035693400.1	PE_Scaf4936_1.10
XP_035693404.1	PE_Scaf2514_6.8
XP_035693435.1	PE_Scaf9099_15.4
XP_035693443.1	PE_Scaf3383_4.1
XP_035693445.1	PE_Scaf12037_6.11
XP_035693487.1	PE_Scaf5198_0.7
XP_035693489.1	PE_Scaf2724_8.16
XP_035693514.1	PE_Scaf11210_1.2
XP_035693515.1	PE_Scaf10930_3.9
XP_035693535.1	PE_Scaf5836_5.12
XP_035693566.1	PE_Scaf5836_8.4
XP_035693575.1	PE_Scaf6145_2.7
XP_035693588.1	PE_Scaf622_3.2
XP_035693597.1	PE_Scaf4287_1.1
XP_035693603.1	PE_Scaf2177_3.13
XP_035693614.1	PE_Scaf10930_4.3
XP_035693621.1	PE_Scaf8933_4.10
XP_035693665.1	PE_Scaf8480_2.2
XP_035693667.1	PE_Scaf4264_3.5
XP_035693668.1	PE_Scaf8575_4.6
XP_035693674.1	PE_Scaf1834_7.1
XP_035693702.1	PE_Scaf11646_0.1
XP_035693709.1	PE_Scaf12503_0.2
XP_035693717.1	PE_Scaf10726_0.2
XP_035693718.1	PE_Scaf9162_3.21
XP_035693737.1	PE_Scaf11976_9.6
XP_035693743.1	PE_Scaf11821_0.7
XP_035693744.1	PE_Scaf1147_0.3
XP_035693745.1	PE_Scaf3111_7.0
XP_035693761.1	PE_Scaf8991_0.5
XP_035693764.1	PE_Scaf4640_8.2
XP_035693769.1	PE_Scaf10847_0.4
XP_035693777.1	PE_Scaf8463_3.9
XP_035693808.1	PE_Scaf11863_0.21
XP_035693812.1	PE_Scaf421_2.8
XP_035693849.1	PE_Scaf3694_1.8
XP_035693853.1	PE_Scaf9055_0.6
XP_035693867.1	PE_Scaf7498_1.14
XP_035693876.1	PE_Scaf1834_14.8
XP_035693894.1	PE_Scaf2488_5.4
XP_035693902.1	PE_Scaf7568_1.19
XP_035693923.1	PE_Scaf1580_1.7
XP_035693928.1	PE_Scaf6123_4.7
XP_035693968.1	PE_Scaf2192_18.4
XP_035693995.1	PE_Scaf1666_2.7
XP_035694004.1	PE_Scaf8464_0.4
XP_035694014.1	PE_Scaf10593_0.2
XP_035694015.1	PE_Scaf7253_1.5
XP_035694036.1	PE_Scaf9001_3.7
XP_035694041.1	PE_Scaf12039_15.2
XP_035694042.1	PE_Scaf6459_2.11
XP_035694045.1	PE_Scaf5334_3.4
XP_035694059.1	PE_Scaf4548_8.26
XP_035694061.1	PE_Scaf2592_3.12
XP_035694062.1	PE_Scaf2592_3.9
XP_035694073.1	PE_Scaf12695_9.2
XP_035694103.1	PE_Scaf6877_8.4
XP_035694106.1	PE_Scaf3326_0.6
XP_035694113.1	PE_Scaf5836_9.3
XP_035694117.1	PE_Scaf4918_5.6
XP_035694132.1	PE_Scaf20_1.18
XP_035694140.1	PE_Scaf8615_7.4
XP_035694167.1	PE_Scaf12326_9.7
XP_035694185.1	PE_Scaf484_1.6
XP_035694187.1	PE_Scaf1834_13.2
XP_035694192.1	PE_Scaf12039_16.4
XP_035694207.1	PE_Scaf812_7.8
XP_035694217.1	PE_Scaf6732_3.2
XP_035694219.1	PE_Scaf11703_0.6
XP_035694237.1	PE_Scaf9915_0.3
XP_035694269.1	PE_Scaf10935_4.6
XP_035694321.1	PE_Scaf9104_4.2
XP_035694324.1	PE_Scaf12080_2.4
XP_035694337.1	PE_Scaf3950_4.8
XP_035694344.1	PE_Scaf6352_0.5
XP_035694348.1	PE_Scaf8410_2.1
XP_035694384.1	PE_Scaf3967_12.3
XP_035694405.1	PE_Scaf8179_1.9
XP_035694417.1	PE_Scaf7897_0.5
XP_035694431.1	PE_Scaf5802_8.5
XP_035694436.1	PE_Scaf3444_6.7
XP_035694438.1	PE_Scaf10040_0.18
XP_035694448.1	PE_Scaf2192_2.7
XP_035694452.1	PE_Scaf5790_2.5
XP_035694467.1	PE_Scaf6111_1.4
XP_035694477.1	PE_Scaf5802_13.6
XP_035694500.1	PE_Scaf12639_2.11
XP_035694510.1	PE_Scaf4640_6.5
XP_035694518.1	PE_Scaf3512_1.7
XP_035694533.1	PE_Scaf11091_6.3
XP_035694536.1	PE_Scaf9303_0.8
XP_035694541.1	PE_Scaf9628_6.3
XP_035694543.1	PE_Scaf3512_15.18
XP_035694544.1	PE_Scaf3991_1.13
XP_035694546.1	PE_Scaf7478_13.4
XP_035694562.1	PE_Scaf3512_2.5
XP_035694589.1	PE_Scaf3444_4.3
XP_035694597.1	PE_Scaf7072_1.9
XP_035694606.1	PE_Scaf10040_0.14
XP_035694612.1	PE_Scaf1503_0.7
XP_035694613.1	PE_Scaf1546_1.6
XP_035694614.1	PE_Scaf10543_0.4
XP_035694619.1	PE_Scaf825_1.8
XP_035694623.1	PE_Scaf9608_5.12
XP_035694628.1	PE_Scaf10790_4.10
XP_035694629.1	PE_Scaf9301_2.10
XP_035694630.1	PE_Scaf6417_0.2
XP_035694639.1	PE_Scaf390_0.15
XP_035694641.1	PE_Scaf10839_2.7
XP_035694644.1	PE_Scaf5897_1.4
XP_035694645.1	PE_Scaf10636_16.4
XP_035694653.1	PE_Scaf1558_6.7
XP_035694660.1	PE_Scaf3512_13.4
XP_035694666.1	PE_Scaf11661_5.7
XP_035694668.1	PE_Scaf2903_0.10
XP_035694670.1	PE_Scaf3512_6.29
XP_035694685.1	PE_Scaf12326_12.15
XP_035694713.1	PE_Scaf2260_0.11
XP_035694726.1	PE_Scaf4355_1.7
XP_035694727.1	PE_Scaf3512_15.14
XP_035694734.1	PE_Scaf3512_13.8
XP_035694762.1	PE_Scaf4144_1.11
XP_035694781.1	PE_Scaf7459_0.4
XP_035694813.1	PE_Scaf3240_2.5
XP_035694826.1	PE_Scaf655_1.19
XP_035694828.1	PE_Scaf655_1.20
XP_035694835.1	PE_Scaf11091_1.5
XP_035694836.1	PE_Scaf2901_10.7
XP_035694837.1	PE_Scaf10309_4.9
XP_035694849.1	PE_Scaf4465_0.0
XP_035694851.1	PE_Scaf6245_1.8
XP_035694852.1	PE_Scaf7206_3.16
